headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
operating profit was eur 139 7 mn up 23 from eur 113 8 mn,positive,[],[],"['eur', 'profit', 'mn']",['up'],"['eur_up', 'profit_up', 'mn_up']",[],3,positive,True
the rme from telcontar enables the handset to calculate the best route and includes support for user defined routes feature navigability and multi modal routing such as via foot and ferry,neutral,"['best', 'enables']",[],[],[],[],[],2,positive,False
unbelievably the company that makes them fiskars corporation was formed in 1649 when a dutch merchant named peter thorwoste was given a charter to establish a blast furnace and forging operation in the small finnish village of fiskars,neutral,[],[],['company'],[],[],[],0,neutral,True
vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services,neutral,[],[],[],[],[],[],0,neutral,True
operating profit rose to eur2 4 m from eur1 6 m year earlier,positive,[],[],"['profit', 'year']",['rose'],"['profit_rose', 'year_rose']",[],2,positive,True
the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 the statement says,neutral,[],[],"['company', 'cost', 'result']",[],[],[],0,neutral,True
in the first quarter of 2008 sacanfil s net sales totalled eur 50 0 mn and its operating profit eur 4 7 mn,neutral,[],[],"['eur', 'sale', 'quarter', 'net', 'profit', 'mn']",[],[],[],0,neutral,True
the annual general meeting approved that the yearly remuneration for the members of the board of directors shall remain at eur 40 000 for the chairman of the board eur 30 000 for the deputy chairman of the board and eur 20 000 for other members of the board,neutral,[],[],['eur'],[],[],[],0,neutral,True
the figure does not include food exports from finland,neutral,[],[],[],[],[],[],0,neutral,True
the total floor area of the plant expansion is 29 000 square metres,neutral,[],[],"['plant', 'area']",[],[],[],0,neutral,True
london marketwatch share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100,negative,['rebound'],"['failed', 'weakness']",['share'],['rebound'],['share_rebound'],[],0,neutral,False
the properties were purchased from swedish private equity real estate firm niam and goldman sachs whitehall street real estate funds,neutral,[],[],[],[],[],[],0,neutral,True
net interest income totaled eur 15 9 mn compared to eur 15 6 mn a year earlier,positive,[],[],"['eur', 'income', 'net', 'year', 'interest', 'mn']",[],[],[],0,neutral,False
qpr processguide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; qpr processguide xpress,neutral,[],[],"['system', 'solution']",[],[],[],0,neutral,True
kesko has previously published a stock exchange release concerning the deal on 7 february 2007,neutral,[],[],[],[],[],[],0,neutral,True
okhta center area is expected to have about 700 000 square metres of office premises by 2016,neutral,[],[],['area'],[],[],[],0,neutral,True
kone is listed on the nordic exchange in helsinki,neutral,[],[],[],[],[],[],0,neutral,True
the fair value of the investment properties totaled eur 2 534 9 mn up from eur 2 455 1 mn in 2006,positive,[],[],"['eur', 'value', 'mn', 'investment']",['up'],"['eur_up', 'value_up', 'investment_up', 'mn_up']",[],4,positive,True
the plan is estimated to generate some eur 5 million usd 6 5 m in cost savings on an annual basis,positive,[],[],"['eur', 'cost']",[],[],[],0,neutral,False
the network test business is part of elektrobit s test and automation business segment and employs 39 people in finland and 22 people abroad mainly in the us and asia,neutral,[],[],['business'],[],[],[],0,neutral,True
her last position in nokia siemens networks was head of business human resources nsn global it,neutral,[],[],['business'],[],[],[],0,neutral,True
finnish scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports its net sales totalled eur 94 7 mn in the first half of 2010 down from eur 99 5 mn in the first half of 2009,negative,[],[],"['eur', 'sale', 'report', 'manufacturer', 'net', 'contract', 'system', 'communication', 'mn']",['down'],[],"['contract_down', 'sale_down', 'net_down', 'eur_down', 'system_down', 'mn_down', 'communication_down', 'report_down', 'manufacturer_down']",-9,negative,True
the group s operating loss was eur 0 8 mn down from a profit of eur 2 5 mn in 2004,negative,[],['loss'],"['eur', 'profit', 'group', 'mn']",['down'],[],"['mn_down', 'profit_down', 'eur_down', 'group_down']",-5,negative,True
the company recorded revenues of e658 1 million during the fiscal year ended december 2007 an increase of 23 over 2006,positive,[],[],"['company', 'revenue', 'year']",['increas'],"['revenue_increas', 'year_increas']",['company_increas'],1,positive,True
tieto s service is also used to send process and receive materials related to absentee voting,neutral,[],[],[],[],[],[],0,neutral,True
due to rapid expansion the market share of tallink in terms of passenger carriage through tallinna sadam port of tallinn totaled 55 percent in november against 45 7 percent in november 2005,positive,[],['against'],"['passenger', 'percent', 'share']",[],[],[],-1,negative,False
operating profit totalled eur 83 0 mn up from eur 23 5 mn year on year,positive,[],[],"['eur', 'profit', 'year', 'mn']",['up'],"['eur_up', 'year_up', 'profit_up', 'mn_up']",[],4,positive,True
the platform would continue to be the development framework for symbian and meego,neutral,[],[],[],[],[],[],0,neutral,True
both operating profit and net sales for the 12 month period increased respectively from eur4 7 m and eur26 7 m as compared to 2004,positive,[],[],"['sale', 'month', 'period', 'net', 'profit']",['increas'],"['period_increas', 'net_increas', 'month_increas', 'sale_increas', 'profit_increas']",[],5,positive,True
retail chain suomen l+ñhikauppa was given the index 5 8 airline sas 5 8 teliasonera s broadband 6 1 german retail chain lidl 6 1 tele finland s mobile subscriptions 6 1 tallink shipping line 6 3 and power company helsinki energy 6 3,neutral,[],[],['company'],[],[],[],0,neutral,True
upm kymmene corp the world s largest maker of magazine paper on tuesday reported a 19 percent profit drop as lower paper prices higher costs and a strong euro hurt revenue,negative,['strong'],['hurt'],"['percent', 'profit', 'paper', 'cost', 'maker', 'revenue']","['drop', 'higher']","['cost_drop', 'percent_higher', 'maker_higher', 'paper_higher', 'profit_higher', 'revenue_higher']","['cost_higher', 'percent_drop', 'revenue_drop', 'profit_drop', 'maker_drop', 'paper_drop']",0,neutral,False
in january september 2010 fiskars net profit went up by 14 year on year to eur 65 4 million and net sales to eur 525 3 million from eur 487 7 million,positive,[],[],"['eur', 'sale', 'september', 'net', 'profit', 'year']",['up'],"['sale_up', 'september_up', 'profit_up', 'year_up', 'net_up', 'eur_up']",[],6,positive,True
the industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for web based service to your wireless handset he wrote,neutral,[],[],['manufacturer'],[],[],[],0,neutral,True
the serial bond is part of the plan to refinance the short term credit facility,neutral,[],[],[],[],[],[],0,neutral,True
construction is scheduled to start in april june 2007 and to be completed in early 2008,neutral,[],[],"['construction', 'june']",[],[],[],0,neutral,True
copyright afx news and afx financial news logo are registered trademarks of afx news limited,neutral,[],[],['news'],[],[],[],0,neutral,True
upm kymmene upgraded to in line from underperform by goldman sachs,positive,[],['underperform'],[],[],[],[],-1,negative,False
the total investment in the vantaa plant extension will amount to around 10 million euro and okmetic s share of the investments will be worth around 2 7 million,neutral,[],[],"['plant', 'investment', 'share']",[],[],[],0,neutral,True
feed companies suomen rehu and raisio do no import gmo feed,neutral,[],[],['company'],[],[],[],0,neutral,True
the utility will also provide services related to electricity management such as hedging trades and risk management and reporting,neutral,[],[],['trade'],[],[],[],0,neutral,True
finnish silicon wafers manufacturer okmetic oyj said it swung to a net profit of 4 9 mln euro $ 6 3 mln in the first nine months of 2006 from a net loss of 1 8 mln euro $ 2 3 mln a year earlier,positive,[],['loss'],"['month', 'mln', 'net', 'profit', 'oyj', 'manufacturer', 'year']",[],[],[],-1,negative,False
the share capital of basware corporation is 11 720 829,neutral,[],[],"['capital', 'share']",[],[],[],0,neutral,True
for the last quarter of 2010 componenta s net sales doubled to eur131m from eur76m for the same period a year earlier while it moved to a zero pre tax profit from a pre tax loss of eur7m,positive,[],['loss'],"['sale', 'quarter', 'period', 'net', 'profit', 'year']",['doubl'],"['year_doubl', 'sale_doubl', 'net_doubl', 'profit_doubl', 'period_doubl', 'quarter_doubl']",[],5,positive,True
connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format,neutral,['enables'],[],"['paper', 'business']",[],[],[],1,positive,False
18:30 dinner the conference program can also be viewed as a live audio webcast through the internet pages at www citycon com,neutral,[],[],[],[],[],[],0,neutral,True
currently glaston employs approximately 1 500 persons,neutral,[],[],[],[],[],[],0,neutral,True
the new company diapol s r l would manufacture tools meant for glass and stone pre processing,neutral,[],[],['company'],[],[],[],0,neutral,True
like all other mechanical pipettors from biohit also proline plus is ce ivd marked and comes with a 3 year warranty,neutral,[],[],['year'],[],[],[],0,neutral,True
cohen & steers inc : 5 534 626 shares representing 4 985 of the share capital and voting rights,neutral,[],[],"['capital', 'share']",[],[],[],0,neutral,True
eps dropped to eur0 2 from eur0 3,negative,[],['dropped'],[],['drop'],[],[],-1,negative,True
the 10 000 odd square metre plot that stockmann has bought for the nevsky center shopping center is located on nevsky prospect st petersburg s high street next to the vosstaniya square underground station in the immediate vicinity of moscow station,neutral,[],[],[],[],[],[],0,neutral,True
these measures are expected to produce annual cost savings of eur 1 5 million starting in 2007,positive,[],[],"['eur', 'cost']",[],[],[],0,neutral,False
the share subscription period will expire on 30 september 2007,neutral,[],[],"['september', 'period', 'share']",[],[],[],0,neutral,True
sampo bank s market share of lending was 13 6 down from 14 4 in the first quarter of 2008,negative,[],[],"['quarter', 'share']",['down'],[],"['quarter_down', 'share_down']",-2,negative,True
10 february 2011 finnish media company sanoma oyj hel : saa1v said yesterday its 2010 net profit almost tripled to eur297 3 m from eur107 1 m for 2009 and announced a proposal for a raised payout,positive,[],[],"['medium', 'net', 'profit', 'oyj', 'company']",[],[],[],0,neutral,False
basware invoice processing basware contract matching basware order matching and basware kpi reporting tool are part of the basware s enterprise purchase to pay product suite,neutral,[],[],"['product', 'contract', 'order']",[],[],[],0,neutral,True
in addition cramo and peab have signed exclusive five year rental agreements in finland and have extended their existing rental agreements in the swedish market for another five years,positive,['exclusive'],[],['year'],[],[],[],1,positive,True
